timestamp,open,high,low,close,volume
2023-11-24,8.11e-06,8.3e-06,8.08e-06,8.19e-06,2481247800567.0
2023-11-25,8.18e-06,8.59e-06,8.15e-06,8.48e-06,2436822279095.0
2023-11-26,8.47e-06,8.48e-06,8.05e-06,8.29e-06,3108804528755.0
2023-11-27,8.3e-06,8.66e-06,8.02e-06,8.19e-06,5729919332551.0
2023-11-28,8.2e-06,8.33e-06,8.03e-06,8.31e-06,2616861609657.0
2023-11-29,8.31e-06,8.39e-06,8.16e-06,8.22e-06,2177891442111.0
2023-11-30,8.22e-06,8.3e-06,8.12e-06,8.3e-06,1656723776201.0
2023-12-01,8.29e-06,8.39e-06,8.25e-06,8.37e-06,2044919651886.0
2023-12-02,8.37e-06,8.57e-06,8.34e-06,8.52e-06,2084686451224.0
2023-12-03,8.52e-06,9.49e-06,8.36e-06,9.02e-06,10241916990509.0
2023-12-04,9.02e-06,9.65e-06,8.65e-06,9.21e-06,12874083045748.0
2023-12-05,9.21e-06,9.58e-06,8.87e-06,9.49e-06,10604291938972.0
2023-12-06,9.49e-06,1.07e-05,9.31e-06,9.72e-06,20385955254073.0
2023-12-07,9.71e-06,9.88e-06,9.38e-06,9.78e-06,6279589108739.0
2023-12-08,9.78e-06,1.044e-05,9.74e-06,1.019e-05,7299445199717.0
2023-12-09,1.02e-05,1.045e-05,9.9e-06,9.99e-06,7132170248698.0
2023-12-10,9.99e-06,1.039e-05,9.9e-06,1.033e-05,5430806233796.0
2023-12-11,1.032e-05,1.06e-05,9.1e-06,9.51e-06,11489012631409.0
2023-12-12,9.52e-06,9.77e-06,9.29e-06,9.57e-06,4635904936911.0
2023-12-13,9.58e-06,9.87e-06,9.14e-06,9.8e-06,4449423771777.0
2023-12-14,9.81e-06,1.02e-05,9.5e-06,1.008e-05,5439037741851.0
2023-12-15,1.008e-05,1.01e-05,9.57e-06,9.6e-06,3778937131276.0
2023-12-16,9.6e-06,1.172e-05,9.46e-06,1.16e-05,16445060785290.0
2023-12-17,1.16e-05,1.195e-05,1.023e-05,1.03e-05,12826893301482.0
2023-12-18,1.03e-05,1.05e-05,9.54e-06,1.044e-05,8415148643940.0
2023-12-19,1.044e-05,1.059e-05,9.99e-06,1.012e-05,4259796688330.0
2023-12-20,1.012e-05,1.051e-05,9.95e-06,1.024e-05,3869769326531.0
2023-12-21,1.024e-05,1.056e-05,1.013e-05,1.043e-05,3452105271058.0
2023-12-22,1.044e-05,1.096e-05,1.031e-05,1.091e-05,6438377994429.0
2023-12-23,1.09e-05,1.128e-05,1.052e-05,1.107e-05,5779650272111.0
2023-12-24,1.106e-05,1.11e-05,1.044e-05,1.066e-05,4416781554608.0
2023-12-25,1.065e-05,1.105e-05,1.054e-05,1.102e-05,3583595648212.0
2023-12-26,1.101e-05,1.103e-05,1e-05,1.059e-05,4818861286461.0
2023-12-27,1.06e-05,1.094e-05,1.027e-05,1.089e-05,3548911343952.0
2023-12-28,1.09e-05,1.106e-05,1.044e-05,1.061e-05,4548816263148.0
2023-12-29,1.062e-05,1.071e-05,1.025e-05,1.041e-05,3229505490239.0
2023-12-30,1.042e-05,1.06e-05,1.035e-05,1.043e-05,1650602636728.0
2023-12-31,1.043e-05,1.06e-05,1.025e-05,1.036e-05,1638144850711.0
2024-01-01,1.036e-05,1.071e-05,1.021e-05,1.068e-05,1912387996323.0
2024-01-02,1.068e-05,1.092e-05,1.046e-05,1.056e-05,4111956270583.0
2024-01-03,1.056e-05,1.066e-05,8.27e-06,9.57e-06,8809791876169.0
2024-01-04,9.57e-06,1.014e-05,9.42e-06,9.99e-06,4382945722418.0
2024-01-05,1e-05,1.009e-05,9.41e-06,9.81e-06,4406315565247.0
2024-01-06,9.81e-06,9.83e-06,9.32e-06,9.61e-06,2321621338265.0
2024-01-07,9.61e-06,9.68e-06,8.93e-06,9.02e-06,3333253542409.0
2024-01-08,9.02e-06,9.59e-06,8.49e-06,9.58e-06,6170976069743.0
2024-01-09,9.58e-06,1.001e-05,9.04e-06,9.67e-06,9003914278168.0
2024-01-10,9.67e-06,1.016e-05,9.11e-06,9.98e-06,6113614569122.0
2024-01-11,9.98e-06,1.05e-05,9.85e-06,1.015e-05,7122525106149.0
2024-01-12,1.015e-05,1.03e-05,9.31e-06,9.64e-06,4576377252168.0
2024-01-13,9.64e-06,1.006e-05,9.41e-06,9.88e-06,2528568819377.0
2024-01-14,9.87e-06,1.005e-05,9.53e-06,9.58e-06,2246828489926.0
2024-01-15,9.57e-06,9.76e-06,9.48e-06,9.54e-06,2260903688042.0
2024-01-16,9.54e-06,9.75e-06,9.42e-06,9.67e-06,2210699475155.0
2024-01-17,9.66e-06,9.73e-06,9.38e-06,9.53e-06,2449365419148.0
2024-01-18,9.53e-06,9.57e-06,8.96e-06,9.21e-06,3301395985827.0
2024-01-19,9.21e-06,9.4e-06,8.79e-06,9.31e-06,3880840285958.0
2024-01-20,9.3e-06,9.86e-06,9.27e-06,9.68e-06,3129666689656.0
2024-01-21,9.68e-06,9.74e-06,9.33e-06,9.35e-06,2289811799583.0
2024-01-22,9.35e-06,9.38e-06,8.86e-06,8.93e-06,3692002899345.0
2024-01-23,8.92e-06,9.07e-06,8.43e-06,8.83e-06,2867620135773.0
2024-01-24,8.84e-06,9e-06,8.74e-06,8.9e-06,1588436350640.0
2024-01-25,8.9e-06,8.93e-06,8.72e-06,8.87e-06,1231958694480.0
2024-01-26,8.87e-06,9.14e-06,8.79e-06,9.04e-06,1504400933122.0
